Instance,Runtime,Optimal_Value,Dual_Bound,Primal_Bound
90,0.0,3.244570853313935e-07,"[0.6852593342234706, 0.6606831903985868, 0.648395118486145, 0.6439881619185814, 0.6423165322328465, 0.6414807173899788, 0.6410628099685449, 0.6408538562578281, 0.6407493794024697, 0.6406971409747904, 0.6406710217609508, 0.6406579621540309, 0.640651432350571, 0.6406481674488411, 0.6406465349979762]","[0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6406449025471112, 0.6406449025471112, 0.6406449025471112, 0.6406449025471112, 0.6406449025471112, 0.6406449025471112, 0.6406449025471112, 0.6406449025471112, 0.6406449025471112, 0.6406449025471112, 0.6406449025471112, 0.6406449025471112]"
91,0.0,3.5235612397687355e-07,"[0.7867602464556327, 0.760966916250247, 0.7503603230689169, 0.747423445911434, 0.7459550073326926, 0.7452207880433219, 0.7448536783986366, 0.7446701235762939, 0.7445783461651225, 0.7445324574595369, 0.7445095131067441, 0.7444980409303477, 0.7444923048421493, 0.7444894367980504, 0.7444880027760008]","[0.7351735860448615, 0.7351735860448615, 0.7444865687539512, 0.7444865687539512, 0.7444865687539512, 0.7444865687539512, 0.7444865687539512, 0.7444865687539512, 0.7444865687539512, 0.7444865687539512, 0.7444865687539512, 0.7444865687539512, 0.7444865687539512, 0.7444865687539512, 0.7444865687539512]"
92,0.0,3.482076482908484e-07,"[0.6663688857483369, 0.6409572594563295, 0.6308861980221682, 0.6258506673050874, 0.623332901946547, 0.6220740192672769, 0.6214445779276419, 0.6211298572578243, 0.6209724969229156, 0.6208938167554612, 0.6208544766717339, 0.6208348066298703, 0.6208249716089385, 0.6208200540984726, 0.6208175953432397]","[0.5813220816161206, 0.6208151365880067, 0.6208151365880067, 0.6208151365880067, 0.6208151365880067, 0.6208151365880067, 0.6208151365880067, 0.6208151365880067, 0.6208151365880067, 0.6208151365880067, 0.6208151365880067, 0.6208151365880067, 0.6208151365880067, 0.6208151365880067, 0.6208151365880067]"
93,0.0,3.0088716832710177e-07,"[0.5832941122420805, 0.5347387452549922, 0.5263662985713926, 0.5221800752295929, 0.520086963558693, 0.5190404077232431, 0.518517129805518, 0.5182554908466556, 0.5181246713672243, 0.5180592616275086, 0.518026556757651, 0.5180102043227219, 0.5180020281052575, 0.5179979399965253]","[0.4463184147105358, 0.5179938518877931, 0.5179938518877931, 0.5179938518877931, 0.5179938518877931, 0.5179938518877931, 0.5179938518877931, 0.5179938518877931, 0.5179938518877931, 0.5179938518877931, 0.5179938518877931, 0.5179938518877931, 0.5179938518877931, 0.5179938518877931]"
94,0.0,3.0145990055118764e-07,"[0.6691950766161158, 0.6473957798541751, 0.6389402976866488, 0.6360012539461076, 0.634531732075837, 0.6337969711407019, 0.6334295906731341, 0.6332459004393503, 0.6331540553224584, 0.6331081327640126, 0.6330851714847895, 0.633073690845178, 0.6330679505253722, 0.6330650803654695]","[0.6255964830922344, 0.6255964830922344, 0.6330622102055665, 0.6330622102055665, 0.6330622102055665, 0.6330622102055665, 0.6330622102055665, 0.6330622102055665, 0.6330622102055665, 0.6330622102055665, 0.6330622102055665, 0.6330622102055665, 0.6330622102055665, 0.6330622102055665]"
95,0.0,3.584764614278975e-07,"[0.7430136886102159, 0.7097640427243159, 0.6960231946897539, 0.6891527706724732, 0.6857175586638327, 0.6839999526595124, 0.6831411496573523, 0.6827117481562722, 0.6824970474057321, 0.6823896970304622, 0.6823360218428272, 0.6823091842490097, 0.6822957654521009, 0.6822890560536465, 0.6822857013544193]","[0.6118731243199949, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922]"
96,0.0,2.786847571631707e-07,"[0.6143514728712453, 0.5969701707712485, 0.58827951972125, 0.583934194196251, 0.58268987845244, 0.5821219693658586, 0.5818380148225679, 0.5816960375509226, 0.5816250489150999, 0.5815895545971885, 0.5815718074382329, 0.581562933858755, 0.5815584970690162, 0.5815562786741467]","[0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712517, 0.5815540602792773, 0.5815540602792773, 0.5815540602792773, 0.5815540602792773, 0.5815540602792773, 0.5815540602792773, 0.5815540602792773, 0.5815540602792773, 0.5815540602792773, 0.5815540602792773]"
97,0.0,3.554985577640039e-07,"[0.798598999079666, 0.7771179009056955, 0.7713159582732787, 0.7684149869570702, 0.7669645012989661, 0.7662392584699139, 0.7658766370553878, 0.7656953263481248, 0.7656046709944933, 0.7655593433176775, 0.7655366794792697, 0.7655253475600658, 0.7655196816004637, 0.7655168486206627, 0.7655154321307622]","[0.7519861856394785, 0.7655140156408617, 0.7655140156408617, 0.7655140156408617, 0.7655140156408617, 0.7655140156408617, 0.7655140156408617, 0.7655140156408617, 0.7655140156408617, 0.7655140156408617, 0.7655140156408617, 0.7655140156408617, 0.7655140156408617, 0.7655140156408617, 0.7655140156408617]"
98,0.0,3.186497910638942e-07,"[0.6883496598453314, 0.6534090973333502, 0.6395113818557222, 0.6325625241169082, 0.6291955263737751, 0.6284712699921797, 0.6281091418013821, 0.6279280777059834, 0.6278375456582839, 0.6277922796344342, 0.6277696466225093, 0.6277583301165469, 0.6277526718635658, 0.6277498427370751, 0.6277484281738298]","[0.5903685608845293, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6277470136105845, 0.6277470136105845, 0.6277470136105845, 0.6277470136105845, 0.6277470136105845, 0.6277470136105845, 0.6277470136105845, 0.6277470136105845, 0.6277470136105845, 0.6277470136105845, 0.6277470136105845]"
99,0.0,2.732123350912472e-07,"[0.582081235335292, 0.5599053739518335, 0.5488174432601041, 0.5432734779142396, 0.5405014952413073, 0.5391155039048412, 0.538422508236608, 0.5380760104024914, 0.5379027614854333, 0.5378161370269041, 0.5377728247976394, 0.5377511686830072, 0.5377403406256911, 0.537734926597033]","[0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375]"
100,0.0,2.97196901691016e-07,"[0.5950908452328658, 0.586414133244111, 0.5841330731919487, 0.5829925431658678, 0.5824222781528272, 0.5821371456463069, 0.5819945793930468, 0.5819232962664167, 0.5818876547031017, 0.5818698339214442, 0.5818609235306154, 0.5818564683352011, 0.5818542407374938, 0.5818531269386402]","[0.5270388549385835, 0.5818520131397866, 0.5818520131397866, 0.5818520131397866, 0.5818520131397866, 0.5818520131397866, 0.5818520131397866, 0.5818520131397866, 0.5818520131397866, 0.5818520131397866, 0.5818520131397866, 0.5818520131397866, 0.5818520131397866, 0.5818520131397866]"
